20-04-16 11:17:03	patroli di perusahaan rokok di tulungagung serta dialogis untuk antisipasi terkait mayday.\n#indonesianpolice #dialogis #pabrikrokok #sabharapoldajatim #tulungagung #polri #police #polisi #poldajatim #polisiindonesia #polisi_indonesia #sabhara
20-04-16 11:12:00	patroli dialogis di pasar tradisional bandung dipimpin langsung oleh kasat sabhara polres tulungagung, situasi tka.\n#polrestulungagung #tulungagung #polisi_indonesia #polisiindonesia #poldajatim #sabhara #sabharapoldajatim #pasar #pasartradisional #dialogis #indonesianpolice
20-04-16 09:21:30	cek r4 berkala dipimpin oleh kanit patroli sebelum melaksanakan giat patroli. pengecekan ini dilakukan setiap hari guna mengetahui kesiapan kijang patroli meliputi air radiator, bbm, & accu.\n#semerupolice #polrestulungagung #tulungagung #sabharapoldajatim #polri #police #polisi #poldajatim #polisiindonesia #polisi_indonesia #tulungagung #polrestulungagung
20-04-16 09:07:27	kegiatan rabu amal yang rutin dilaksanakan setelah apel fungsi setiap hari rabu. dimaksudkan agar anggota senantiasa beramal dan memperbanyak setiap saat dengan keikhlasan, karena amal yang pasti diterima adalah yang dikerjakan dengan ikhlas. amal hanya karena allah semata, & tidak ada harapan kepada makhluk sedikitpun. niat ikhlas bisa dilakukan sebelum amal dilakukan, bisa juga di saat melakukan amal atau setelah amal dilakukan.\n#semerupolice #polrestulungagung #tulungagung #apelpagi #sabharapoldajatim #polri #police #polisi #poldajatim #polisiindonesia #indonesianpolice
20-04-16 08:55:07	pos pam apel pagi oleh anggota sqr. \n#polisi_indonesia #polisiindonesia #poldajatim #polisi #police #indonesianpolice #sabhara #sabharapoldajatim #apelpagi #tulungagung #polrestulungagung #semerupolice
19-04-16 12:55:11	anggota sqr melaksanakan patroli pondok pesantren at thohiriyah mangunsari, sekaligus takziah meninggalnya ketua mui kyai h.mudjab.\n#polrestulungagung #tulungagung #patroli #sabharapoldajatim #sabhara #polri #police #polisi #poldajatim #polisiindonesia #polisi_indonesia
18-04-16 14:17:58	patroli perumahan puri permata oleh anggota sqr dialogis bersama satpam perumahan. untuk situasi dilaporkan kondusif tka.\n#polisi_indonesia #polisiindonesia #poldajatim #polisi #police #sabhara #sabharapoldajatim #patroli #tulungagung #polrestulungagung
18-04-16 14:08:58	anggota sqr melaksanakan patroli dialogis dengan takmir masjid al mubarok & masjid baiturrohman guna mencegah paham radikalisme.\n#polrestulungagung #tulungagung #patroli #sabharapoldajatim #sabhara #polri #police #polisi #poldajatim #polisiindonesia #polisi_indonesia
17-04-16 14:55:33	dialogis dengan takmir masjid al muslimun sebagai bagian dari patroli radikal dan agar polisi bisa lebih dekat, lebih menyatu dengan alim ulama.\n#polisi_indonesia #poldajatim #polisiindonesia #polisi #police #semerupolice #sabhara #sabharapoldajatim #patroli #tulungagung #polrestulungagung
17-04-16 14:48:23	patroli perumahan penduduk untuk antisipasi kerawanan pencurian rumah bolong yang ditinggal penghuninya, mengingat akhir pekan suasana terpantau relatif sepi.\n#sabharapoldajatim #indonesianpolice #patroli #sabhara #polri #police #polisi #poldajatim #polisiindonesia #polisi_indonesia #polrestulungagung #tulungagung
16-04-16 13:17:18	patroli quick wins dengan sasaran terminal gayatri tulungagung, untuk antisipasi keramaian penumpang mengingat libur akhir pekan lonjakan penumpang diperkirakan akan lebih meningkat dari hari biasa.\n#polisiindonesia #poldajatim #polisi #police #polri #tulungagung #polrestulungagung #sabhara #patroli #quickwins #indonesianpolice #sabharapoldajatim
15-04-16 18:30:28	anggota sqr berhasil mengamankan tersangka pencurian helm di pasar ngemplak. untuk selanjutnya pelaku dibawa ke polsek tulungagung kota untuk diamankan dari amuk massa serta dimintai keterangan lebih lanjut.\n#polrestulungagung #tulungagung #patroli #sabhara #polri #police #polisi #poldajatim #polisiindonesia
